"","hit","speed","hprice","price","time","qualif","title","desc","first","last","max","min","meanspeed","varspeed","group","date","order"
"855","2PBKA0RYNJ94JPDDX62MRTUM42A38Q",0.196232339089482,0.2,0.05,900,"[ ""HIT approval rate (%) is greater than 90"" , ""Total approved HITs is greater than 5000"" , ""Image Annotatition is greater than 90""]","Object annotation","Annotate target object in the given image.",16,298,719,219,-0.197005516154452,19.5995557911209,211,"2014-01-22-20-04",2
"856","2PBKA0RYNJ952ETRZW2MSTUJ307837",0.781144781144781,0.257142857142857,0.03,420,"[ ""Masters has been granted""]","Winnow desirable images","The worker selects pictures in which an object made of leather is photographed in a desirable style.",4,70,702,238,-0.781144781144781,97.0759906759907,287,"2013-12-03-04-10",6
"857","2PBKA0RYNJ95ZYRRW02MTTUJY4A83I",0.057116953762466,0.05,0.05,3600,"[ ""Masters has been granted""]","Find the Email, and Twitter Handle for the URL given","Find the Email, and Twitter Handle for the URL given",28,273,2015,1889,-0.0571428571428571,13.3409836065574,132,"2014-01-25-21-27",1
"858","2PBKA0RYNJ97FMI9SY2MTTUI73438R",88.7743413516609,0.04,0.02,1800,"[ ""HIT approval rate (%) is not less than 96""]","Find the annual revenue and number of employees for the company","Given the company information, find the annual revenue and number of employees",11,108,82783,5283,-88.7743413516609,61101.6344501718,115,"2013-12-16-23-39",2
"859","2PBXCNHMVHVK33MNK5T79J99NT0138",0.422939068100358,0.05,0.05,3600,"[ """"]","Look at Pictures and answer a simple question","Help us better understand human cognition! You will use simple images and answer one question. To participate, you must be at least 18, and have normal or correct to normal vision.",2,33,294,176,-0.422939068100358,30.5612903225806,203,"2014-01-20-20-21",5
"860","2PBXCNHMVHVK7J4LURT78J8ENWX13F",0.00159808230123851,0.3,0.1,1200,"[ ""Masters has been granted""]","Find Contact Info for Article&#39;s Author","Given the URL and title of article, find author (first name, last name), contact info (email &amp; Twitter handle)",620,898,174,170,-0.00159872102318146,0.209178505570994,86,"2014-01-31-23-54",1
"861","2PBXCNHMVHVK7KF29PT78J7HQZ213K",NA,0.174757281553398,0.03,618,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",1,1,21,21,NA,NA,219,"2014-01-01-18-14",105
"862","2PBXCNHMVHVK7KF29PT78J7HST513D",NA,0.15041782729805,0.03,718,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",3,3,22,22,NA,NA,219,"2014-01-01-15-32",38
"863","2PBXCNHMVHVK7KF29PT78J7IST431G",0,0.144192256341789,0.06,1498,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",2,3,23,23,0,NA,219,"2014-01-01-16-17",47
"864","2PBXCNHMVHVK7KF29PT78J8DLY4138",0,0.163141993957704,0.03,662,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",1,2,37,37,0,NA,219,"2014-01-03-03-24",23
"865","2PBXCNHMVHVK7KF29PT78J8DMQW31N",0.111111111111111,0.165137614678899,0.03,654,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,2,47,46,-0.111111111111111,NA,219,"2014-01-08-04-12",82
"866","2PBXCNHMVHVKCJTHFKT7AJ7GNY231O",0.0992125984251968,0.125,0.25,7200,"[ ""Masters has been granted""]","University Faculty Profile Data Gathering","Please fill in the profile data for each Harvard Business School Faculty Member from the provided URL",9,145,250,124,-0.102941176470588,1.8760348583878,280,"2013-11-25-15-29",1
"867","2PBXCNHMVHVKCK3B2AT7EJ7BKSY130",0.0202020202020202,3,0.25,300,"[ ""Masters has been granted""]","Find the list of holdings of a specified Exchange Traded Fund (ETF) from its issuer&#39;s web site","Given the stock symbol of an ETF, list the symbols currently held by the ETF",1,12,270,268,-0.0202020202020202,1.76363636363636,135,"2013-12-22-22-03",2
"868","2PBXCNHMVHVKCKFNE1T7EJ7BKS2310",0.0715372907153729,0.05,0.05,3600,"[ ""Masters has been granted""]","Research Information On Company&#39;s LinkedIn Page","Given the URL of a company, find it on LinkedIn, record data about the company",6,79,1755,1708,-0.0715372907153729,1.12138508371385,231,"2013-12-31-03-49",1
"869","2PBXCNHMVHVKF3AKXTT7FJ79NZZ136",0,0.08,0.08,3600,"[ ""Masters has been granted""]","Find email addresses for etsy shop owners","Given the etsy shop url, find the show owners email address",4,61,178,178,0,0,98,"2013-12-15-07-17",3
"870","2PBXCNHMVHVKI2SYMCT79J99LTZ31S",NA,0.02,0.02,3600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 98""]","Flag images - (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Select inappropriate images (may contain adult content)",2,2,7927,7927,NA,NA,167,"2013-12-18-21-43",1
"871","2PBXCNHMVHVKKB54SET78J8DPV413S",0,0.3,0.15,1800,"[ ""HIT approval rate (%) is greater than 96"" , ""Location is US""]","Choose the best image from a forum discussion","Each url is a forum discussion that shows a motorcycle being built. Select 1 image from each discussion, as the &quot;best&quot; image to represent that discussion. If the motorcycle is fully-built, the &quot;best&quot; image is usually of the finished motorcycle. If there is no image of the final fully-built motorcycle, use &lt;b&gt;the image that shows the motorcycle in its most completed state&lt;/b&gt;, even if it&#39;s only partially finished (for example, an image of the finished motorcycle frame is fine).",2,17,966,966,0,1.71428571428571,29,"2013-11-20-15-19",1
"872","2PBXCNHMVHVKMWCA3KT7CJ7ERWX138",0,0.00888888888888889,0.08,32400,"[ ""Total approved HITs is not less than 5000"" , ""HIT approval rate (%) is not less than 95""]","From the information provided, please fill in the form","From the article provided, please identify the startup firms",10,130,185,185,0,1.4453781512605,168,"2014-01-22-20-31",4
"873","2PBXCNHMVHVKNM2R6YT7AJ7GPR2315",0.2283646597648,0.08,0.08,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Transcribe Caption Information in 5 Images","Accurately Transcribe Caption Information in 5 Images. PLEASE READ INSTRUCTIONS. DO NOT TRANSCRIBE PHOTOGRAPHER NAMES OR DATES",63,1168,4150,1878,-0.228456510809452,12.3301823070365,263,"2014-01-27-19-22",1
"874","2PBXCNHMVHVKNM2R6YT7AJ7GPS3318",0.00101548616400102,0.05,0.05,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Select Photographer and Credit in 5 Images","Select Photographer and Credit in 5 Images",171,1046,11990,11982,-0.00101587301587302,237.997627983001,245,"2014-01-28-16-58",1
"875","2PBXCNHMVHVKQ1QE18T7BJ7DKUZ136",0,0.4,0.2,1800,"[ ""Masters has been granted""]","Help us improve and rewrite some English sentences!","Help us improve and rewrite some English sentences!",3,52,10,10,0,0,175,"2013-12-31-11-10",1
"876","2PBXCNHMVHVKQNITMLT7FJ79OZ013M",0.0809792843691149,0.6,0.15,900,"[ ""Total approved HITs is not less than 50"" , ""HIT approval rate (%) is not less than 80""]","Find Two Educational Websites","We are a team of researchers trying to find out what makes a university class fun. We need your help finding websites related to education, and then answering a few questions.",4,63,124,81,-0.0809792843691149,1.5458796025716,160,"2014-01-20-05-30",3
"877","2PBXCNHMVHVKRC8MC6T7FJ79OR313W",0.000661084178052005,0.2,0.01,180,"[ ""Location is US""]","Finding Active Advertisers","This HIT involves checking whether popular advertisements have advertising, clicking on the advertisements if available, and saving the landing page for each advertisement.",56,1065,193,187,-0.000660720185001652,0.0118693661805654,165,"2013-12-19-22-37",1
"878","2PBXCNHMVHVKRF8JI0T7CJ7ENV1132",0.0535770071852546,0.1,0.05,1800,"[ ""Masters has been granted""]","Find email addresses for bloggers","Find blogger email addresses",40,752,581,238,-0.0535268414481898,2.91668444507657,97,"2013-10-08-04-10",1
"879","2PBXCNHMVHVKRROLBST7DJ7BPX213P",0,0.42,0.07,600,"[ ""Masters has been granted""]","Find emails from web addresses and blogs","Given the URL of a blog or a webaddress find the email address of the blogger",1,19,3272,3272,0,0.117647058823529,101,"2013-12-13-12-04",8
"880","2PBXCNHMVHVKTTYQLPT7AJ7GOYX13M",0.0715326999447042,0.04,0.04,3600,"[ ""Total approved HITs is not less than 50"" , ""HIT approval rate (%) is not less than 85""]","Quality estimation from Arabic to English","Rate quality of 8 translations from Arabic to English",257,4676,25396,22550,-0.0715596791632094,50.1776981389573,224,"2014-01-11-00-10",2
"881","2PBXCNHMVHVKUZGT5OT7CJ7EQV2134",0.193741549159745,0.15,0.05,1200,"[ ""HIT approval rate (%) is not less than 90"" , ""Location is US""]","Fill in the boxes how you would speak to a virtual calendar assistant. If BLANK, allow mixed content for your browser.","Imagine you have your own virtual calendar assistant to remind you of things to do over the phone. How would you speak to it? As part of a study to understand how people interact with computers naturally, we&#39;re asking you to complete 3 existing sentences with realistic phrases. Native speakers of US English only. Note: if all you see is a BLANK screen when previewing this HIT, make sure to allow mixed content in your browser (see http://mturkresolve.blogspot.com).",35,611,2391,1388,-0.193479938271605,12.9712288647343,77,"2013-11-27-18-04",1
"882","2PBXCNHMVHVKVJ6U6DT7CJ7ERT113C",0.0185185185185185,0.06,0.06,3600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 97""]","Compare colors in an image","Given pairs of points in images, your job is to decide which of two points is darker. (updated 2014-01-12 13:04:33.506692+00:00)",1,19,47,44,-0.0185185185185185,0.147058823529412,37,"2014-01-12-14-17",6
"883","2PBXCNHMVHVN5T8XNFT7DJ7BRV5138",0.325581395348837,0.12,0.01,300,"[ ""HIT approval rate (%) is not less than 75""]","Evaluate a person&#39;s skin","Indicate whether or not a person has bags under their eyes",26,69,496,370,-0.325581395348837,26.1616832779623,66,"2014-02-05-20-48",3
"884","2PBXCNHMVHVOL6CG6BT7FJ79OY331Y",0.0807789397764154,0.2,0.1,1800,"[ ""Masters has been granted""]","Please find an email address we can use to contact a site owner","We will give you a URL, and we would like you to find a contact email address (of the Webmaster preferably, or else admin or site owner will do)",18,325,334,110,-0.0810712993123417,4.3743799365566,215,"2014-01-28-21-29",2
"885","2PBXCNHMVHVOOLDIG1T7EJ7BKS331D",16.1851851851852,0.01,0.03,10800,"[ ""Masters has been granted""]","Unit Quantity Identification","View item and identify the unit quantity",1,10,3431,2120,-16.1851851851852,2809.75,278,"2014-01-02-20-20",2
"886","2PBXCNHMVHVPGWF8HJT7EJ7BLZ413Q",0.348765432098765,0.24,0.02,300,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Comment on a movie, actor, musician, etc.","Write a short comment on a given subject. Most are pop culture references.",113,221,384,45,-0.348765432098765,26.5132398753894,36,"2014-02-08-06-07",2
"887","2PBXCNHMVHVQP7S6U9T7FJ79PRY316",0.000769625448948179,0.00666666666666667,0.04,21600,"[ ""Masters has been granted""]","Find Russian product description","Provided brand name and model number for product, find the description of the product in Russian",24,457,321,318,-0.000769822940723634,0.201340774955094,112,"2014-01-31-04-42",2
"888","2PBXCNHMVHVQW7DMZ1T7FJ79NUY13L",0,0.3,0.05,600,"[ ""Masters has been granted""]","Find the URL for the official candidate website","Find the URL for the official website of the candidate listed",1,7,148,148,0,0,151,"2013-11-21-01-02",1
"889","2QPDNVP3TVOK0UJ3Y8P7UEP3M6U30N",17.7669376693767,0.01,0.01,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",4,45,6923,367,-17.7669376693767,7556.54024390244,15,"2013-12-04-18-08",59
"890","2QPDNVP3TVOK0VUKD6P7UEP3LYX30V",0.0740740740740741,0.144772117962467,0.03,746,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",2,5,64,62,-0.0740740740740741,1.33333333333333,219,"2014-01-01-23-02",44
"891","2QPDNVP3TVOK25BKBYP7XEO2N0V03H",0.444444444444444,0.025,0.05,7200,"[ """"]","Extract purchased items from a shopping receipt (2-5 items)","Transcribe all of the item names, UPCs and amounts from a grocery receipt",74,75,522,518,-0.444444444444444,NA,72,"2013-12-08-19-04",2
"892","2QPDNVP3TVOK6TE1USP7VEQZJ6V037",0.0986666666666667,0.05,0.05,3600,"[ ""Masters has been granted""]","Find the name of a high school","Given various information, find the name of a matching high school",19,144,625,514,-0.0986666666666667,14.1486451612903,138,"2014-02-04-22-26",1
"893","2QPDNVP3TVOK7O43AWP70EO1G1S037",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,177,177,NA,NA,15,"2014-02-03-13-08",55
"894","2QPDNVP3TVOK8EP21AP71EOZI6V305",0.0701754385964912,0.01875,0.15,28800,"[ ""Masters has been granted""]","Find email addresses for etsy shop owners","Given the etsy shop url, find the show owners email address",1,20,176,164,-0.0701754385964912,3.80116959064327,98,"2013-12-16-19-09",1
"895","2QPDNVP3TVOK8HYKESP7XEO3F5Z03X",0,0.03,0.12,14400,"[ ""Masters has been granted""]","Apartment Building Project Image Research","Apartment Building Project Image Research",2,10,20,20,0,0,6,"2014-01-16-19-52",6
"896","2QPDNVP3TVOK8HYKESP7XEO3F6Q03Q",0,0.045,0.18,14400,"[ ""Masters has been granted""]","Apartment Building Project Image Research","Apartment Building Project Image Research",1,7,20,20,0,0,6,"2014-01-16-20-37",1
"897","2QPDNVP3TVOK8HYKESP7XEO3F6T03T",0.00344695518958254,0.0525,0.21,14400,"[ ""Masters has been granted""]","Apartment Building Project Image Research","Apartment Building Project Image Research",185,1050,103,76,-0.00346820809248555,0.113607899807322,6,"2014-01-16-21-49",3
"898","2QPDNVP3TVOKCO6XAAP70EO0O1T304",NA,0.00125,0.03,86400,"[ """"]","Compare Prices","Compare the price on the screen with the price in the link provided",14,14,12190,12190,NA,NA,39,"2013-11-22-23-51",2
"899","2QPDNVP3TVOKDMKMWVP7UEP3L1Z30P",0,0.14,0.07,1800,"[ ""HIT approval rate (%) is greater than 96"" , ""Location is US""]","What Do Kids Want For Christmas?","Please only complete this survey if you have children under the age of 18. Please review the questions and answers them as honestly as possible.",7,11,439,439,0,0,285,"2013-11-22-21-27",1
"900","2QPDNVP3TVOKDMKMWVP7UEP3LYW03D",NA,0.08,0.04,1800,"[ ""HIT approval rate (%) is greater than 96""]","Perform Two Google Searches and Click One Link","Thanks for checking out our job! Here is exactly what we would like you to do: &lt;br/&gt;",1,1,539,539,NA,NA,213,"2013-12-10-21-20",2
"901","2QPDNVP3TVOKDMKMWVP7UEP3N2S30M",0,0.0933333333333333,0.07,2700,"[ ""Location is not VN"" , ""Location is not TR"" , ""Location is not RO"" , ""Location is not PK"" , ""Location is not IN"" , ""Location is not ID"" , ""Location is not AF"" , ""HIT approval rate (%) is greater than 96""]","Find Financial Professionals at Different Companies","&lt;h3&gt;Overview:&lt;/h3&gt;",2,18,1000,1000,0,0.133333333333333,103,"2013-12-12-01-33",2
"902","2QPDNVP3TVOKDMKMWVP7UEP3N2X03O",0.00383141762452107,0.2,0.2,3600,"[ ""HIT approval rate (%) is greater than 96""]","Identify the Primary Subject of an Advertisement!","In this task you will identify the company associated with a Web advertisement. Adobe Flash is required for this task. You will need to temporarily disable any ad blocking software you have installed.",4,33,998,997,-0.00383141762452107,1.82019704433498,184,"2013-12-13-00-22",2
"903","2QPDNVP3TVOKDZH9SYP7YEO4L6S03T",1.54545454545455,0.52,0.13,900,"[ ""Qualified to work on Transcription Tasks is not less than 90"" , ""HIT approval rate (%) is not less than 95""]","Transcribe up to 25 Seconds of Media to Text - General Content, Low Priority","Transcribe up to 25 seconds of audio into text - General Content",3852,4221,5310,176,-1.54591990364348,9570.73158948981,271,"2013-12-13-19-16",1
"904","2QPDNVP3TVOKDZH9SYP7YEO4L6X03Y",0.298487959678925,0.28,0.07,900,"[ ""Qualified to work on Transcription Tasks is not less than 90"" , ""HIT approval rate (%) is not less than 95""]","Transcribe up to 15 Seconds of Media to Text - General Content, Low Priority","Transcribe up to 15 seconds of audio into text - General Content",2789,3384,1780,181,-0.29859943977591,205.656322326911,266,"2013-12-14-21-50",1
"905","2QPDNVP3TVOKDZH9SYP7YEO4M5Q30T",0.222222222222222,0.32,0.08,900,"[ ""Qualified to work on Transcription Tasks is not less than 90"" , ""HIT approval rate (%) is not less than 95""]","Transcribe up to 15 Seconds of Media to Text - General Content, Low Priority","Transcribe up to 15 seconds of audio into text - General Content",11,22,144,122,-0.222222222222222,8,266,"2014-02-02-23-46",3
"906","2QPDNVP3TVOKEM8TZ0P7YEO4M6R03A",0.262128325508607,0.5,0.5,3600,"[ ""HIT approval rate (%) is greater than 0"" , ""Total approved HITs is not less than 0"" , ""Location is US""]","Research study : Identification of Birds of Endangered Species","The goal of this HIT is to identify whether the bird in the image belongs to engandered species",8,149,445,110,-0.263987391646966,8.50770010131712,233,"2014-01-29-02-35",2
"907","2QPDNVP3TVOKGXH9AFP7WEO6J6X03D",1.13126131563066,0.05,0.05,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Transcribe Captions","Transcribe Captions Visible in the Image PLEASE READ INSTRUCTIONS PRIOR TO STARTING TASK",23,391,4130,381,-1.13194444444444,103.041042234332,264,"2014-01-09-13-21",2
"908","2QPDNVP3TVOKGXH9AFP7WEO6K0T301",4.43585858585859,0.02,0.02,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Transcribe The Earliest Date","Provide a Date from the data in this Image",15,235,9293,510,-4.43585858585859,465.076193441262,265,"2014-01-24-23-05",5
"909","2QPDNVP3TVOKGXH9AFP7WEO6K1U031",-0.00545029846872567,0.08,0.08,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Transcribe Caption Information","Accurately Transcribe Caption Information. PLEASE READ INSTRUCTIONS. DO NOT TRANSCRIBE PHOTOGRAPHER NAMES OR DATES",497,925,11975,11996,0.00545171339563863,237.311404276741,262,"2014-01-29-13-32",2
"910","2QPDNVP3TVOKI4ZOSFP7ZEO1NZY30A",0,0.025,0.1,14400,"[ ""Masters has been granted""]","Find some career info for the given faculty member.","Given the university name, faculty member name and department url; extract some career info from their resume or CV (curriculum vitae).",2,22,28,28,0,0,114,"2014-02-10-14-50",1
"911","2QPDNVP3TVOKJOWN23P71EOZJ2X30V",-0.00153139356814701,0.1,0.1,3600,"[ ""Masters has been granted""]","Find the email address of someone","Given the company and email address format for the company, give a worker&#39;s (in Marketing or Recruiting) name and email",8,153,61,63,0.00153256704980843,0.0831417624521073,128,"2014-01-13-04-32",2
"912","2QPDNVP3TVOKOOA6NVP7YEO4M4V30X",0.990982439487423,0.03,0.03,3600,"[ ""Masters has been granted""]","Identify Real Estate terms that are roughly the same","You are looking at pairs of words that have appeared on a real estate website in the United States. Indicate whether they refer to roughly the same (e.g. synonym, plural, abbreviation, misspelling) thing or different things.",25,258,2165,77,-0.995708154506438,87.5114325884268,182,"2014-01-23-22-38",3
"913","2QPDNVP3TVOKOQ4BIJP71EOZJ0T30S",0,0.05,0.1,7200,"[ ""Masters has been granted""]","Transcribe business card images","Fill out a few common fields from business card images.",1,11,11,11,0,0,261,"2013-12-31-10-43",3
"914","2QPDNVP3TVOKOZQ7G7P7YEO4MZT306",0,0.24,0.04,600,"[ ""Total approved HITs is not less than 5000"" , ""HIT approval rate (%) is not less than 95"" , ""Location is CA""]","Choose a description for an image","image description",1,11,125,125,0,0,26,"2013-12-27-17-26",1
"915","2QPDNVP3TVOKVMLIERP71EOZJYV03T",0.0340136054421769,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",3,52,572,557,-0.0340136054421769,3.46683673469388,15,"2013-12-18-04-18",124
"916","2QPDNVP3TVOKZXHVTQP7YEO4M5R305",4.88888888888889,0.6,0.02,120,"[ ""Total approved HITs is not less than 50"" , ""HIT approval rate (%) is not less than 95""]","Restaurant Delivery / Closed","Quickly view a yelp page and indicate whether a restaurant delivery and/or offers closed",1,2,974,930,-4.88888888888889,NA,235,"2014-01-23-23-23",1
"917","2QPDNVP3TVOO9DL3WQP71EOZLYQ03G",NA,0.2,0.1,1800,"[ ""Masters has been granted""]","Categorize the sentence types","The goal of this task is to categorize the types of legal sentences",1,1,96,96,NA,NA,21,"2014-02-07-09-34",1
"918","2QPDNVP3TVOOPBHA9WP70EO1FZS03S",25.4404283801874,0.03,0.03,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",6,89,19951,947,-25.4404283801874,6211.62062885689,15,"2013-12-20-14-59",105
"919","2QPDNVP3TVOOPM39CCP70EO1F0R03Y",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",22,22,1425,1425,NA,NA,15,"2013-12-20-19-38",122
"920","2QPDNVP3TVOP1RFNFMP7ZEO1N0Y03R",NA,0.0208333333333333,0.5,86400,"[ ""HIT approval rate (%) is not less than 90"" , ""Location is US""]","Find when a car enters/exits in a short parking video.","When a car enters the parking lot, record the time. Also record the time when a car exits the parking lot.",1,1,24,24,NA,NA,164,"2014-02-10-15-17",2
"921","2QPDNVP3TVOP5CUKL0P7ZEO1M1T034",0,0.02,0.01,1800,"[ ""Masters has been granted""]","Enter the price as shown in the image","Please describe the product (in 1-2 words)",3,7,100,100,0,0.666666666666667,64,"2014-02-01-00-57",1
"922","2QPDNVP3TVOP9YWR3OP71EOZK4T03S",23.9814814814815,0.08,0.02,900,"[ ""Location is not AL""]","Locate URL of company using Company Name and Logo - EASY MONEY!","Locate URL of company using Company Name and Logo. Cut and paste the full URL or just the domain. Capture the legal company name as shown on the site.",19,37,4278,393,-23.9814814814815,1545.32352941176,202,"2014-02-05-02-48",3
"923","2QPDNVP3TVOQ86KEJAP70EO1F4Z03Z",0.256256256256256,0.12,0.01,300,"[ """"]","Select one image that describes given text","Select the animated image that best matches the text. The image is used a P.S. for text (like a smiley face). The message is as follows: &#39;hey buddy!!&#39;",13,124,408,152,-0.256256256256256,14.959868959869,244,"2014-01-16-15-31",2
"924","2R6UCWY2AOO26EMXI9FGZSCOEJA22O",NA,0.01,0.01,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,58,58,NA,NA,15,"2014-02-10-03-53",61
"925","2R6UCWY2AOO2A42T2DFG1SCMAQD22J",NA,0.03,0.03,3600,"[ ""HIT approval rate (%) is greater than 80"" , ""Location is US""]","ReferIt Game","Please click on the object described by the phrase above the image. If you are unable to see the HIT, please try reloading in Safari.",20,20,1469,1469,NA,NA,230,"2014-01-20-07-27",5
"926","2R6UCWY2AOO2BN1FOTFGUSCV8JE227",NA,0.1455525606469,0.03,742,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",18,18,96,96,NA,NA,219,"2014-02-04-03-32",72
"927","2R6UCWY2AOO2BN1FOTFGUSDQ7QB228",0,0.15929203539823,0.03,678,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",2,3,22,22,0,NA,219,"2014-01-01-17-38",66
"928","2R6UCWY2AOO2CSLBQMFG0SCO6RF22P",0.777777777777778,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",7,8,144,137,-0.777777777777778,NA,15,"2014-01-31-01-06",47
"929","2R6UCWY2AOO2IXDIQ0FGVSEMAKJ22Q",0,0.05,0.05,3600,"[ ""HIT approval rate (%) is not less than 95""]","Please verify the venue name and add the corresponding twitter handle (Client BBHBMQH)","1. Search for the venue with the name or address. 2. Edit the name of the venue if incorrect 3. If listed address/name is not a venue check the not a venue box 4. Search for the twitter presence on google, eg. Venue Name, City, Twitter 5. If Twitter presence exists enter twitter handle 6. If not Twitter handle check box",4,5,189,189,0,NA,220,"2014-02-01-00-30",1
"930","2R6UCWY2AOO2LJSWLMFG0SCO6QI22P",0,0.35,0.07,720,"[ ""Masters has been granted""]","Provide a Sample English Command for a Robot Task","Given example images of a robot performing a task, create an English sentence that you would use to tell the robot to perform the task",63,1194,120,120,0,0,221,"2014-01-21-06-42",2
"931","2R6UCWY2AOO2OERH7IFGUSDQDMJ220",-0.000263782643102084,0.06,0.07,4200,"[ ""HIT approval rate (%) is greater than 96""]","Are these YouTube channels categorized correctly?","Given a YouTube channel, you will need to:",25,446,517,518,0.000263921879123779,0.402375296912114,8,"2013-11-29-21-41",1
"932","2R6UCWY2AOO2ORO43LFGYSCRBMA22T",1.57088122605364,0.78,0.13,600,"[ ""Qualified to work on Transcription Tasks is not less than 90"" , ""HIT approval rate (%) is not less than 95""]","Transcribe up to 25 Seconds of Media to Text - Urgent Priority","Transcribe up to 25 seconds of audio into text",37,66,1017,607,-1.57088122605364,144.266009852217,274,"2013-12-11-07-51",1
"933","2R6UCWY2AOO2ORO43LFGYSCRDPD224",NA,0.6,0.15,900,"[ ""Qualified to work on Transcription Tasks is not less than 90"" , ""HIT approval rate (%) is not less than 95""]","Transcribe up to 25 Seconds of Media to Text - General Content, High Priority","Transcribe up to 25 seconds of audio into text - General Content",7,7,294,294,NA,NA,270,"2014-01-23-16-11",3
"934","2R6UCWY2AOO2VOEKLTFGZSCOCJG22A",NA,0.15,0.15,3600,"[ ""Masters has been granted""]","List of US K-12 Catholic Schools","Provide Name of School, Address/City/State, URL and email contact",1,1,350,350,NA,NA,200,"2013-12-27-06-56",2
"935","2R6UCWY2AOO2XWK30TFGWSCTBKG22N",0.12484076433121,0.6,0.1,600,"[ ""Total approved HITs is not less than 50"" , ""HIT approval rate (%) is not less than 90"" , ""Location is US""]","Label relationships between words","Label pairs of words based on the words&#39; relationship to one another.",57,1016,1458,380,-0.124898621248986,3.51590143699618,199,"2014-01-24-15-35",1
"936","2R6UCWY2AOO2YMRQKFFG0SCO6MC222",NA,0.12,0.01,300,"[ """"]","Describe an image","Please view and write a tag for an image",3,3,1343,1343,NA,NA,49,"2014-01-13-09-56",2
"937","2R6UCWY2AOO2ZDVRT2FGZSCOCMI22L",0.0142198308993082,0.05,0.05,3600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 95""]","Find the email of the journalist who wrote this article","Given the URL and title of an article, use these tips to find the author&#39;s name",16,301,98,61,-0.0144249512670565,0.662663701507289,131,"2014-01-10-03-10",4
"938","2R6UCWY2AOO2ZMS7LHFGYSCRDLF22J",4.08333333333333,0.06,0.06,3600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 97""]","Compare colors in an image","Given pairs of points in images, your job is to decide which of two points is darker. (updated 2014-01-14 09:50:05.118014+00:00)",7,47,1989,519,-4.08333333333333,373.423076923077,37,"2014-01-14-11-00",27
"939","2R6UCWY2AOO2ZRX2RUFGYSCRDJB22C",0.222222222222222,0.18,0.03,600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 95"" , ""Location is IN""]","Choose a description for an image","image description",9,10,223,221,-0.222222222222222,NA,26,"2013-12-26-05-17",8
"940","2R6UCWY2AOO5KEEMG7FGZSCOCPJ22R",0.0131530873218853,0.1,0.1,3600,"[ ""HIT approval rate (%) is greater than 75"" , ""Location is US""]","Label relationships between objects","Annotate an image by deciding how objects are related to each other. In this task you will label &quot;next to&quot; relationships.",17,321,100,64,-0.0131578947368421,0.428174396387007,197,"2014-01-21-00-15",2
"941","2RGQ2GMMEGOOBR7DUB9AE2SMQZU996",NA,0.170777988614801,0.05,1054,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",1,1,32,32,NA,NA,219,"2014-02-04-03-41",67
